CUSTNAME,GenderCode,ADDRESS1,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,ADDRESS2,EMAIL_ADDRESS,PHONE_NUMBER,CREDITCARD_TYPE,LOCALITY,SALESMAN_ID,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,DRIVER_LICENSE,CUSTID,ORDER_ID,ORDER_DATE,ORDER_TIME,FREIGHT_CHARGES,ORDER_SALESMAN,ORDER_POSTED_DATE,ORDER_SHIP_DATE,AGE,ORDER_VALUE,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,ORDER_TYPE,GENERATION,Detergent Powder,Dettol,Geometry Sets,Handwash,Note Book,OZiva Protein,Pen,Pencil,Rechargeble Solor Light,Regular Rice 10 kg,Solar Cooker,Glucose solution 50%,Cerelac From 6 Months,Cerelac From 12 Months,Rice 5 kg,Milk Cereal,Veg Soup,Horlicks
Bruce Reynolds      ,Mr.,85 Hart Country Lane,Hickory,NC,US,28601,0,,Bruce.M.Reynolds@spambob.com,949-955-7836,American Express,,WE355 ,IT,IXXRPT41R07F491I,3.73991E+14,,11390,4636,00:00.0,33:26.3,6.05,WE154 ,00:00.0,20-09-16,68,293.41,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Bruce Reynolds      ,Mr.,85 Hart Country Lane,Hickory,NC,US,28601,0,,Bruce.M.Reynolds@spambob.com,949-955-7836,American Express,,WE355 ,IT,IXXRPT41R07F491I,3.42185E+14,,11390,5020,00:00.0,43:54.6,11.85,NW181 ,00:00.0,12-12-16,68,283.8,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bruce Reynolds      ,Mr.,85 Hart Country Lane,Hickory,NC,US,28601,0,,Bruce.M.Reynolds@spambob.com,949-955-7836,American Express,,WE355 ,IT,IXXRPT41R07F491I,3.73077E+14,,11390,6987,00:00.0,50:44.9,13.33,RP253 ,00:00.0,10-03-16,68,214.67,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bruce Reynolds      ,Mr.,85 Hart Country Lane,Hickory,NC,US,28601,0,,Bruce.M.Reynolds@spambob.com,949-955-7836,American Express,,WE355 ,IT,IXXRPT41R07F491I,3.46693E+14,,11390,7192,00:00.0,43:54.6,6.87,NW181 ,00:00.0,12-12-16,68,86.62,Complete,Desktop,Occasional,MediumValue,Baby_Boomers,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0
Bruce Reynolds      ,Mr.,85 Hart Country Lane,Hickory,NC,US,28601,0,,Bruce.M.Reynolds@spambob.com,949-955-7836,American Express,,WE355 ,IT,IXXRPT41R07F491I,3.78528E+14,,11390,8440,47:25.0,47:25.4,22.77,NC163 ,47:25.0,05-08-16,68,179.62,Complete,Desktop,Occasional,HighValue,Baby_Boomers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Kathryn Bush        ,Mrs.,3576 Birch Street,Hickory Hills,IL,US,60457,0,,Kathryn.M.Bush@spambob.com,217-285-9603,Diners Club,,NW316 ,IT,LZMIAE83S50I389O,3.66771E+13,,11394,2725,00:00.0,07:24.5,23.12,NW382 ,00:00.0,10-08-16,NA,46.72,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
James Butler        ,Mr.,3996 Bee Street,Highland Falls,NY,US,10928,0,,James.D.Butler@spambob.com,541-205-0940,VISA,,NC427 ,U.S.,224990004,4.27019E+15,,11398,3532,00:00.0,58:44.9,7.85,NC361 ,00:00.0,30-07-16,age-45,26.6,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
James Butler        ,Mr.,3996 Bee Street,Highland Falls,NY,US,10928,0,,James.D.Butler@spambob.com,541-205-0940,VISA,,NC427 ,U.S.,224990004,4.00672E+15,,11398,5037,00:00.0,47:39.4,5.85,SC388 ,00:00.0,15-06-16,age-45,9999999,Cancelled,Desktop,FirstTime,MediumValue,Gen_Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bradley Beasley     ,Mr.,3662 Tetrick Road,HINTON,,UK,SN14 2NA,0,,Bradley.T.Beasley@mailinator.com,077 4333 6221,Diners Club,,NW247 ,U.S.,504370004,3.62174E+13,,11406,5311,00:00.0,38:44.9,19.05,SE202 ,00:00.0,30-05-16,age-19,256.83,Complete,Phone,Frequent,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Jillian Shoop       ,Mrs.,3871 Brookview Drive,Holdenville,OK,US,74848,0,,Jillian.C.Shoop@dodgeit.com,214-253-5035,JCB,,SW148 ,UK,RE113330D,3.52829E+15,,11410,6653,00:00.0,25:36.6,38.99,NE307 ,00:00.0,20-04-16,48,46.92,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Larry Coleman       ,Mr.,1119 Palmer Road,Honolulu,HI,US,96814,0,,Larry.R.Coleman@dodgeit.com,804-640-7047,Discover,,WE154 ,U.S.,7060001,6.01147E+15,,11414,4512,00:00.0,02:36.6,12.85,NE235 ,00:00.0,29-05-16,age-31,43.77,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Donald Malik        ,Mr.,4022 Wood Street,Horcajo Medianero,,ES,37860,0,,Donald.K.Malik@mailinator.com,91-102-2607,JCB,,SE208 ,IT,OAENKC73A62H148V,3.52878E+15,,11418,987,00:00.0,27:55.6,6.05,SW217 ,00:00.0,10-06-16,age-NA,79.86,Complete,Desktop,FirstTime,MediumValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Donald Malik        ,Mr.,4022 Wood Street,Horcajo Medianero,,ES,37860,0,,Donald.K.Malik@mailinator.com,91-102-2607,JCB,,SE208 ,IT,OAENKC73A62H148V,3.52881E+15,,11418,3439,00:00.0,27:55.6,16.33,SE271 ,00:00.0,10-09-16,age-NA,35.62,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Donald Malik        ,Mr.,4022 Wood Street,Horcajo Medianero,,ES,37860,0,,Donald.K.Malik@mailinator.com,91-102-2607,JCB,,SE208 ,IT,OAENKC73A62H148V,3.5288E+15,,11418,6859,00:00.0,57:39.4,16.33,SW142 ,00:00.0,30-04-16,age-NA,84.84,Complete,Desktop,FirstTime,MediumValue,Gen_Z,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Donna Manuel        ,Mrs.,2570 Passaic Street,Horton,QLD,AU,4660,0,,Donna.B.Manuel@trashymail.com,(03) 9493 0948,JCB,,NE304 ,CA,957914815,3.52866E+15,,11422,1605,00:00.0,47:52.6,8.23,WE157 ,00:00.0,25-04-16,74,262.91,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Donna Manuel        ,Mrs.,2570 Passaic Street,Horton,QLD,AU,4660,0,,Donna.B.Manuel@trashymail.com,(03) 9493 0948,JCB,,NE304 ,CA,957914815,3.52817E+15,,11422,6918,00:00.0,27:55.6,13.25,SE271 ,00:00.0,10-09-16,74,164.67,Complete,Phone,Frequent,HighValue,Baby_Boomers,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Judy Bojorquez      ,Mrs.,4451 Mattson Street,Houma,LA,US,70360,0,,Judy.T.Bojorquez@spambob.com,845-220-2407,American Express,,SE334 ,CA,19139872,3.40311E+14,,11426,1105,00:00.0,17:24.6,29.79,NC100 ,00:00.0,20-08-16,62,35.33,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Judy Bojorquez      ,Mrs.,4451 Mattson Street,Houma,LA,US,70360,0,,Judy.T.Bojorquez@spambob.com,845-220-2407,American Express,,SE334 ,CA,19139872,3.72262E+14,,11426,3559,00:00.0,33:44.8,21.97,NW184 ,00:00.0,20-12-16,62,14.99,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Judy Bojorquez      ,Mrs.,4451 Mattson Street,Houma,LA,US,70360,0,,Judy.T.Bojorquez@spambob.com,845-220-2407,American Express,,SE334 ,CA,19139872,3.78622E+14,,11426,8034,00:00.0,32:45.1,11.35,NE301 ,00:00.0,12-08-16,62,41.69,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Doris Mcguire       ,Mrs.,418 Henery Street,Houston,TX,US,77084,0,,Doris.C.Mcguire@trashymail.com,404-867-2181,VISA,,SC127 ,U.S.,214770001,4.54707E+15,,11430,8672,00:00.0,33:44.9,30,NW112 ,00:00.0,30-05-16,29,64.04,Complete,Phone,Frequent,MediumValue,Gen_Y,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Mildred Cruz        ,Mrs.,3224 Felosa Drive,Hudson,OH,US,44236,0,,Mildred.K.Cruz@trashymail.com,972-402-3988,American Express,,WE352 ,UK,HM789133B,3.74498E+14,,11434,827,00:00.0,25:36.6,18.45,WE415 ,00:00.0,30-03-16,55,12.04,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mildred Cruz        ,Mrs.,3224 Felosa Drive,Hudson,OH,US,44236,0,,Mildred.K.Cruz@trashymail.com,972-402-3988,American Express,,WE352 ,UK,HM789133B,3.48842E+14,,11434,1456,00:00.0,22:36.6,22.77,WE421 ,00:00.0,19-04-16,55,11.68,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Mildred Cruz        ,Mrs.,3224 Felosa Drive,Hudson,OH,US,44236,0,,Mildred.K.Cruz@trashymail.com,972-402-3988,American Express,,WE352 ,UK,HM789133B,3.72253E+14,,11434,2703,00:00.0,43:54.6,22.95,SW340 ,00:00.0,27-02-16,55,25.2,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Mildred Cruz        ,Mrs.,3224 Felosa Drive,Hudson,OH,US,44236,0,,Mildred.K.Cruz@trashymail.com,972-402-3988,American Express,,WE352 ,UK,HM789133B,3.77821E+14,,11434,6454,00:00.0,19:56.1,23.89,SW409 ,00:00.0,03-01-16,55,9999999,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Mildred Cruz        ,Mrs.,3224 Felosa Drive,Hudson,OH,US,44236,0,,Mildred.K.Cruz@trashymail.com,972-402-3988,American Express,,WE352 ,UK,HM789133B,3.72358E+14,,11434,7345,00:00.0,29:06.2,15.72,NC298 ,00:00.0,27-07-16,55,28.29,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Mildred Cruz        ,Mrs.,3224 Felosa Drive,Hudson,OH,US,44236,0,,Mildred.K.Cruz@trashymail.com,972-402-3988,American Express,,WE352 ,UK,HM789133B,3.72698E+14,,11434,8854,00:00.0,02:36.6,13.51,SC262 ,00:00.0,19-05-16,55,30.91,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Cecily Jones        ,Mrs.,1665 Berry Street,Huntington,NY,US,11743,0,,Cecily.R.Jones@trashymail.com,678-498-2608,VISA,,SW148 ,U.S.,23867949,4.96558E+15,,11438,2193,00:00.0,29:06.2,38.99,NC358 ,00:00.0,23-07-16,age-35,105.53,In-Progress,Phone,Frequent,MediumValue,Gen_Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Cecily Jones        ,Mrs.,1665 Berry Street,Huntington,NY,US,11743,0,,Cecily.R.Jones@trashymail.com,678-498-2608,VISA,,SW148 ,U.S.,23867949,4.96518E+15,,11438,7342,00:00.0,23:44.8,13.77,NW244 ,00:00.0,15-12-16,age-35,295.35,Complete,Desktop,Frequent,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Anna Ashcroft       ,Mrs.,706 Layman Avenue,HuntinUKurg,IN,US,47542,0,,Anna.G.Ashcroft@dodgeit.com,781-569-3330,JCB,,SE268 ,CA,724687959,3.52847E+15,,11442,202,00:00.0,47:55.6,33.99,WE151 ,00:00.0,29-04-16,22,240.88,Complete,Phone,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Anna Ashcroft       ,Mrs.,706 Layman Avenue,HuntinUKurg,IN,US,47542,0,,Anna.G.Ashcroft@dodgeit.com,781-569-3330,JCB,,SE268 ,CA,724687959,3.52819E+15,,11442,5777,00:00.0,43:54.6,22.95,SW340 ,00:00.0,27-02-16,22,47.51,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Anna Ashcroft       ,Mrs.,706 Layman Avenue,HuntinUKurg,IN,US,47542,0,,Anna.G.Ashcroft@dodgeit.com,781-569-3330,JCB,,SE268 ,CA,724687959,3.52862E+15,,11442,5851,00:00.0,58:44.9,22.95,SC322 ,00:00.0,10-05-16,22,150.64,Complete,Phone,FirstTime,MediumValue,Gen_Z,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Anna Ashcroft       ,Mrs.,706 Layman Avenue,HuntinUKurg,IN,US,47542,0,,Anna.G.Ashcroft@dodgeit.com,781-569-3330,JCB,,SE268 ,CA,724687959,3.52805E+15,,11442,6458,00:00.0,29:06.2,23.89,NC358 ,00:00.0,23-07-16,22,261.68,Complete,Phone,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Anna Ashcroft       ,Mrs.,706 Layman Avenue,HuntinUKurg,IN,US,47542,0,,Anna.G.Ashcroft@dodgeit.com,781-569-3330,JCB,,SE268 ,CA,724687959,3.52894E+15,,11442,8522,00:00.0,13:54.6,33.99,SW277 ,00:00.0,27-03-16,22,10.11,Cancelled,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dionne Sundberg     ,Mrs.,1516 Washington Street,Hurth,,DE,50354,0,,Dionne.C.Sundberg@dodgeit.com,02161 87 14 10,VISA,,NW316 ,U.S.,13900002,4.25376E+15,,11446,3022,00:00.0,07:36.4,12.85,NC424 ,00:00.0,01-07-16,72,9999999,Complete,Desktop,Frequent,HighValue,Baby_Boomers,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Dionne Sundberg     ,Mrs.,1516 Washington Street,Hurth,,DE,50354,0,,Dionne.C.Sundberg@dodgeit.com,02161 87 14 10,VISA,,NW316 ,U.S.,13900002,4.87706E+15,,11446,3182,00:00.0,58:44.9,7.85,NC361 ,00:00.0,30-07-16,72,293.8,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Dionne Sundberg     ,Mrs.,1516 Washington Street,Hurth,,DE,50354,0,,Dionne.C.Sundberg@dodgeit.com,02161 87 14 10,VISA,,NW316 ,U.S.,13900002,4.66103E+15,,11446,4878,00:00.0,27:39.4,18.24,NC427 ,00:00.0,10-07-16,72,191.19,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Dionne Sundberg     ,Mrs.,1516 Washington Street,Hurth,,DE,50354,0,,Dionne.C.Sundberg@dodgeit.com,02161 87 14 10,VISA,,NW316 ,U.S.,13900002,4.22051E+15,,11446,4967,00:00.0,47:55.6,7.45,WE151 ,00:00.0,29-04-16,72,272.11,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dionne Sundberg     ,Mrs.,1516 Washington Street,Hurth,,DE,50354,0,,Dionne.C.Sundberg@dodgeit.com,02161 87 14 10,VISA,,NW316 ,U.S.,13900002,4.2124E+15,,11446,7571,00:00.0,07:36.4,3.88,NW379 ,00:00.0,01-03-16,72,171.26,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Dionne Sundberg     ,Mrs.,1516 Washington Street,Hurth,,DE,50354,0,,Dionne.C.Sundberg@dodgeit.com,02161 87 14 10,VISA,,NW316 ,U.S.,13900002,4.07335E+15,,11446,7784,00:00.0,43:54.6,19.25,NW187 ,00:00.0,22-10-16,72,248.08,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
Keneth Lane         ,Mr.,3841 Maple Court,Idaho Falls,ID,US,83402,0,,Keneth.N.Lane@trashymail.com,619-433-1122,Diners Club,,SC262 ,CA,212717847,3.7E+13,,11450,2770,47:25.0,47:25.4,2.87,SW211 ,47:25.0,05-08-16,50,28.91,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keneth Lane         ,Mr.,3841 Maple Court,Idaho Falls,ID,US,83402,0,,Keneth.N.Lane@trashymail.com,619-433-1122,Diners Club,,SC262 ,CA,212717847,3.62455E+13,,11450,6925,00:00.0,39:06.2,2.87,SE331 ,00:00.0,27-03-16,50,7.76,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Keneth Lane         ,Mr.,3841 Maple Court,Idaho Falls,ID,US,83402,0,,Keneth.N.Lane@trashymail.com,619-433-1122,Diners Club,,SC262 ,CA,212717847,3.68295E+13,,11450,8538,47:25.0,47:25.4,24.08,NE175 ,47:25.0,05-08-16,50,45.32,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Keneth Lane         ,Mr.,3841 Maple Court,Idaho Falls,ID,US,83402,0,,Keneth.N.Lane@trashymail.com,619-433-1122,Diners Club,,SC262 ,CA,212717847,3.68987E+13,,11450,9005,00:00.0,50:44.9,11.88,RP253 ,00:00.0,10-03-16,50,26.6,In-Progress,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Janet Larimer       ,Mrs.,2356 Elliott Street,Imperia,IM,IT,18100,0,,Janet.R.Larimer@pookmail.com,0352 0440656,Discover,,SC256 ,ES,X5522838D,6.01183E+15,,11454,4292,00:00.0,43:54.6,7.45,NW316 ,00:00.0,12-12-16,34,12.58,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Troy Rodriguez      ,Mr.,383 Mayo Street,Indianapolis,IN,US,46204,0,,Troy.C.Rodriguez@trashymail.com,414-330-5637,Diners Club,,SE268 ,IT,OIIVRR64A62D600E,3.69496E+13,,11458,1047,00:00.0,47:56.4,7.85,SC259 ,00:00.0,20-02-16,age-47,236.98,Complete,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Troy Rodriguez      ,Mr.,383 Mayo Street,Indianapolis,IN,US,46204,0,,Troy.C.Rodriguez@trashymail.com,414-330-5637,Diners Club,,SE268 ,IT,OIIVRR64A62D600E,3.60898E+13,,11458,1602,00:00.0,07:36.4,8.23,NW379 ,00:00.0,01-03-16,age-47,184.55,Abandoned,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Troy Rodriguez      ,Mr.,383 Mayo Street,Indianapolis,IN,US,46204,0,,Troy.C.Rodriguez@trashymail.com,414-330-5637,Diners Club,,SE268 ,IT,OIIVRR64A62D600E,3.68542E+13,,11458,2846,00:00.0,58:44.9,12.85,SW343 ,00:00.0,30-05-16,age-47,136.59,Complete,Phone,Occasional,MediumValue,Gen_Z,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Troy Rodriguez      ,Mr.,383 Mayo Street,Indianapolis,IN,US,46204,0,,Troy.C.Rodriguez@trashymail.com,414-330-5637,Diners Club,,SE268 ,IT,OIIVRR64A62D600E,3.63248E+13,,11458,3285,47:25.0,47:25.4,9,SW412 ,47:25.0,05-08-16,age-47,30.69,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Troy Rodriguez      ,Mr.,383 Mayo Street,Indianapolis,IN,US,46204,0,,Troy.C.Rodriguez@trashymail.com,414-330-5637,Diners Club,,SE268 ,IT,OIIVRR64A62D600E,3.60674E+13,,11458,4796,00:00.0,36:44.9,19.85,RP319 ,00:00.0,20-07-16,age-47,48.58,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Troy Rodriguez      ,Mr.,383 Mayo Street,Indianapolis,IN,US,46204,0,,Troy.C.Rodriguez@trashymail.com,414-330-5637,Diners Club,,SE268 ,IT,OIIVRR64A62D600E,3.63993E+13,,11458,7282,47:25.0,47:25.4,5.66,SC394 ,47:25.0,05-08-16,age-47,183.41,Cancelled,Desktop,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Troy Rodriguez      ,Mr.,383 Mayo Street,Indianapolis,IN,US,46204,0,,Troy.C.Rodriguez@trashymail.com,414-330-5637,Diners Club,,SE268 ,IT,OIIVRR64A62D600E,3.69727E+13,,11458,8226,00:00.0,07:39.4,13.77,SC256 ,00:00.0,14-11-16,age-47,9.91,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Maria Tatum         ,Mrs.,2799 Sycamore Road,Indianapolis,IN,US,46254,0,,Maria.R.Tatum@spambob.com,740-357-0470,American Express,,WE154 ,IT,CVGXYR16B58A615I,3.74725E+14,,11462,1764,00:00.0,33:26.3,7.85,SE397 ,00:00.0,20-12-16,49,9999999,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Maria Tatum         ,Mrs.,2799 Sycamore Road,Indianapolis,IN,US,46254,0,,Maria.R.Tatum@spambob.com,740-357-0470,American Express,,WE154 ,IT,CVGXYR16B58A615I,3.45043E+14,,11462,4975,00:00.0,47:24.6,38.99,SC193 ,00:00.0,20-08-16,49,50.39,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Maria Tatum         ,Mrs.,2799 Sycamore Road,Indianapolis,IN,US,46254,0,,Maria.R.Tatum@spambob.com,740-357-0470,American Express,,WE154 ,IT,CVGXYR16B58A615I,3.44838E+14,,11462,5772,00:00.0,47:52.6,7.12,NE241 ,00:00.0,25-04-16,49,9999999,In-Progress,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Serafina Wheeler    ,Mrs.,1745 Fort Street,Inglewood,VIC,AU,3517,0,,Serafina.J.Wheeler@trashymail.com,(02) 6765 1303,American Express,,SC322 ,IT,JFDXHJ28L17G446V,3.72775E+14,,11466,5007,00:00.0,57:39.4,8.23,SW142 ,00:00.0,30-04-16,21,271.92,Complete,Phone,Frequent,HighValue,Gen_Z,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
Serafina Wheeler    ,Mrs.,1745 Fort Street,Inglewood,VIC,AU,3517,0,,Serafina.J.Wheeler@trashymail.com,(02) 6765 1303,American Express,,SC322 ,IT,JFDXHJ28L17G446V,3.77256E+14,,11466,5598,00:00.0,27:55.6,29.79,SE271 ,00:00.0,10-09-16,21,119.62,Complete,Phone,Frequent,MediumValue,Gen_Z,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Serafina Wheeler    ,Mrs.,1745 Fort Street,Inglewood,VIC,AU,3517,0,,Serafina.J.Wheeler@trashymail.com,(02) 6765 1303,American Express,,SC322 ,IT,JFDXHJ28L17G446V,3.7411E+14,,11466,8403,00:00.0,59:06.2,23.37,WE349 ,00:00.0,27-06-16,21,91.68,In-Progress,Phone,Frequent,MediumValue,Gen_Z,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Irvin Cunningham    ,Mr.,2014 Pheasant Ridge Road,Inverary,ON,CA,K0H 1X0,0,,Irvin.C.Cunningham@mailinator.com,902-576-5292,JCB,,NC169 ,CA,568523351,3.52858E+15,,11470,634,47:25.0,47:25.4,6.37,NC163 ,47:25.0,05-08-16,36,46.94,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irvin Cunningham    ,Mr.,2014 Pheasant Ridge Road,Inverary,ON,CA,K0H 1X0,0,,Irvin.C.Cunningham@mailinator.com,902-576-5292,JCB,,NC169 ,CA,568523351,3.52893E+15,,11470,7530,00:00.0,34:16.6,18.24,SE403 ,00:00.0,09-09-16,36,9.85,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Andrea Bahena       ,Mrs.,3054 Jarvisville Road,Irun,,ES,20300,0,,Andrea.J.Bahena@mailinator.com,91-102-2266,Diners Club,,SW142 ,IT,XWECNU32P70D304H,3.65927E+13,,11474,5093,00:00.0,34:16.6,11.45,NW115 ,00:00.0,19-12-16,NA,240.54,Complete,Phone,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Carl Stephan        ,Mr.,2948 Stutler Lane,Irvine,CA,US,92618,0,,Carl.L.Stephan@trashymail.com,805-338-5773,JCB,,SW211 ,ES,2982064E,3.52863E+15,,11478,201,00:00.0,32:45.2,16.85,NE304 ,00:00.0,15-07-16,57,34.46,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Carl Stephan        ,Mr.,2948 Stutler Lane,Irvine,CA,US,92618,0,,Carl.L.Stephan@trashymail.com,805-338-5773,JCB,,SW211 ,ES,2982064E,3.52882E+15,,11478,7852,00:00.0,29:06.2,12.85,NC298 ,00:00.0,27-07-16,57,19.07,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Carl Stephan        ,Mr.,2948 Stutler Lane,Irvine,CA,US,92618,0,,Carl.L.Stephan@trashymail.com,805-338-5773,JCB,,SW211 ,ES,2982064E,3.52852E+15,,11478,8011,00:00.0,23:54.6,52,NW118 ,00:00.0,07-02-16,57,16.37,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Gloria Gantz        ,Mrs.,2744 Tail Ends Road,Irving,TX,US,75038,0,,Gloria.C.Gantz@pookmail.com,717-494-6471,American Express,,NC292 ,IT,TGJEAX92D53D709W,3.48026E+14,,11482,3438,47:25.0,47:25.4,10.15,RP121 ,47:25.0,05-08-16,74,11.28,Complete,Desktop,Frequent,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
